Year,Registration,VAP Turnout,Voting age population,Compulsory Voting,Election Type,Voter Turnout
2022,3541910.0,0.5506,3857810.0,1,Presidential,0.5997
2018,3322329.0,0.606,3643021.0,1,Presidential,0.6645
2018,3322329.0,0.5992000000000001,3643021.0,1,Presidential,0.657
2014,3078321.0,0.5339,3257662.0,1,Presidential,0.565
2014,3065667.0,0.6444,3257662.0,1,Presidential,0.6848000000000001
2010,2822491.0,0.6227,3132986.0,1,Presidential,0.6912
2006,2550613.0,0.6396000000000001,2600473.0,1,Presidential,0.6520999999999999
2002,2279851.0,0.5865,2340978.0,1,Presidential,0.6022
2002,2279851.0,0.6704000000000001,2340978.0,1,Presidential,0.6884
1998,2045980.0,0.7372,1942350.0,1,Presidential,0.6999
1994,1881348.0,0.8422,1811890.0,1,Presidential,0.8111
1990,1692050.0,0.8509,1626900.0,1,Presidential,0.8181
1986,1486474.0,0.8147,1548120.0,1,Presidential,0.8484999999999999
1982,1261127.0,0.7902,1254960.0,1,Presidential,0.7863
1978,1058455.0,0.7532,1142100.0,1,Presidential,0.8127
1974,875041.0,0.7142000000000001,979200.0,1,Presidential,0.7992
1970,675285.0,0.7565000000000001,743900.0,1,Presidential,0.8334
1966,554627.0,0.698,646800.0,1,Presidential,0.8140000000000001
1962,483980.0,0.7145,547820.0,1,Presidential,0.8087000000000001
1958,354779.0,0.4961,462680.0,1,Presidential,0.647
1953,293670.0,0.49810000000000004,396450.0,1,Presidential,0.6725
1948,165564.0,0.2921,340200.0,1,Presidential,0.6002000000000001
2021,7359399.0,0.17980000000000002,15503401.0,0,Parliamentary,0.3788
2016,6268113.0,0.16149999999999998,13233263.0,0,Parliamentary,0.341
2011,5664377.0,0.1816,11401580.0,0,Parliamentary,0.36560000000000004
2000,5517613.0,0.23829999999999998,7301400.0,0,Parliamentary,0.3154
1990,4408809.0,0.3995,4686800.0,0,Parliamentary,0.42469999999999997
2020,6066441.0,0.21760000000000002,15025494.0,0,Presidential,0.539
2015,6301189.0,0.2588,12870771.0,0,Presidential,0.5286
2010,5780804.0,0.539,8700030.0,0,Presidential,0.8112
2010,5784490.0,0.5567,8700030.0,0,Presidential,0.8373
2000,5475143.0,0.28059999999999996,7301400.0,0,Presidential,0.37420000000000003
1995,3800000.0,0.3116,5527080.0,0,Presidential,0.4533
1990,4408809.0,0.6585,4686800.0,0,Presidential,0.7
2024,3733398.0,64.26,3449758.0,0,Parliamentary,0.623
2020,3701924.0,0.49479999999999996,3508598.0,0,Parliamentary,0.469
2016,3763769.0,0.5552,3564675.0,0,Parliamentary,0.5259
2015,3788788.0,0.6396000000000001,3602781.0,0,Parliamentary,0.6082
2011,4504251.0,0.6609,3691302.0,0,Parliamentary,0.5417000000000001
2007,4229681.0,0.7084,3557272.0,0,Parliamentary,0.5958
2003,4087553.0,0.7195999999999999,3501832.0,0,Parliamentary,0.6164999999999999
2000,3685378.0,0.8095,3484951.0,0,Parliamentary,0.7655
1995,3634233.0,0.7217,3464230.0,0,Parliamentary,0.6879000000000001
1992,3558913.0,0.7492,3591750.0,0,Parliamentary,0.7561
1990,3544112.0,,,0,Parliamentary,0.8454
2025,3533441.0,0.5538000000000001,2819295.0,0,Presidential,0.44179999999999997
2024,3531622.0,0.47119999999999995,3449758.0,0,Presidential,0.4603
2020,3734115.0,0.5851,3509518.0,0,Presidential,0.5499
2019,3719741.0,0.5402,3525417.0,0,Presidential,0.512
2015,3825242.0,0.627,3602781.0,0,Presidential,0.5905
2014,3794293.0,0.496,3602781.0,0,Presidential,0.47100000000000003
2010,4495528.0,0.6524,3454026.0,0,Presidential,0.5013000000000001
2009,4495233.0,0.5719,3454026.0,0,Presidential,0.43939999999999996
2005,4392220.0,0.6344,3533725.0,0,Presidential,0.5104
2005,4403933.0,0.6302,3533725.0,0,Presidential,0.5057
2000,4252921.0,0.7429000000000001,3484951.0,0,Presidential,0.6088
2000,4251109.0,0.7683,3484951.0,0,Presidential,0.6297999999999999
1997,4061479.0,0.643,3450370.0,0,Presidential,0.5462
1992,3575032.0,0.7454999999999999,3591750.0,0,Presidential,0.7490000000000001
2024,3524179.0,0.2181,3449750.0,0,EU Parliament,0.21350000000000002
2019,3696907.0,0.313,3525417.0,0,EU Parliament,0.2985
2014,3767343.0,0.2639,3603250.0,0,EU Parliament,0.25239999999999996
2013,3748815.0,0.22699999999999998,3441441.0,0,EU Parliament,0.2084
2023,8129321.0,0.6798000000000001,9072236.0,0,Parliamentary,0.7587
2018,8639989.0,0.8081999999999999,9155857.0,0,Parliamentary,0.8565
2013,8668457.0,0.8875,8876808.0,0,Parliamentary,0.9087999999999999
2008,8495577.0,0.9224,8924054.0,0,Parliamentary,0.9689
2003,8313770.0,0.9098999999999999,8921135.0,0,Parliamentary,0.9764
1998,8064205.0,0.8986,8826512.0,0,Parliamentary,0.9834999999999999
1993,7955170.0,0.9068999999999999,8658146.0,0,Parliamentary,0.9871
1986,6865344.0,0.8240999999999999,8135254.0,0,Parliamentary,0.9765999999999999
2021,557836.0,0.3517,1042238.0,0,Parliamentary,0.6572
2016,543186.0,0.39130000000000004,926492.0,1,Parliamentary,0.6674
2011,531463.0,0.4721,885905.0,1,Parliamentary,0.787
2006,501024.0,0.6035,738932.0,1,Parliamentary,0.89
2001,467543.0,0.6768000000000001,633844.0,1,Parliamentary,0.9175
1996,409996.0,0.759,486850.0,1,Parliamentary,0.9013
1991,381323.0,0.7863,457380.0,1,Parliamentary,0.9431
1985,346454.0,0.7795000000000001,420550.0,1,Parliamentary,0.9462
1981,308729.0,0.7284999999999999,405760.0,1,Parliamentary,0.9575
1976,272898.0,0.6225,373930.0,1,Parliamentary,0.8529000000000001
1970,263857.0,0.5477000000000001,365400.0,1,Parliamentary,0.7585
2023,561273.0,0.3821,1064214.0,0,Presidential,0.7245
2023,561273.0,0.3799,1064214.0,0,Presidential,0.7204
2018,550876.0,0.4054,1005171.0,0,Presidential,0.7397
2018,550876.0,0.39390000000000003,1005171.0,0,Presidential,0.7188
2013,545493.0,0.49570000000000003,897824.0,1,Presidential,0.8158
2013,545491.0,0.5051,897824.0,1,Presidential,0.8314
2008,516448.0,0.7884,587035.0,1,Presidential,0.9084
2008,516441.0,0.7884,587035.0,1,Presidential,0.8962
2003,476758.0,0.7831,551229.0,1,Presidential,0.9055
1998,447046.0,0.8559,487702.0,1,Presidential,0.9337000000000001
1998,446976.0,0.8406,487702.0,1,Presidential,0.9172
1993,393993.0,0.7874,466700.0,1,Presidential,0.9327
1993,393993.0,0.7802,466700.0,1,Presidential,0.9242
2024,683432.0,0.3743,1074619.0,0,EU Parliament,0.5886
2019,641181.0,0.2834,1017878.0,0,EU Parliament,0.4499
2014,606916.0,0.31489999999999996,847441.0,1,EU Parliament,0.4397
2009,526060.0,0.3899,801501.0,1,EU Parliament,0.594
2004,483311.0,0.47159999999999996,742904.0,1,EU Parliament,0.725
2021,8275752.0,0.6165999999999999,8777107.0,0,Parliamentary,0.6539
2017,8374501.0,0.5806,8774665.0,0,Parliamentary,0.6084
2013,8424227.0,0.5932999999999999,8446141.0,0,Parliamentary,0.5948
2010,8415892.0,0.6222,8466396.0,0,Parliamentary,0.626
2006,8333305.0,0.6512,8250612.0,0,Parliamentary,0.6446999999999999
2002,8264484.0,0.5903,8113689.0,0,Parliamentary,0.5795
1998,8116836.0,0.7673000000000001,7827723.0,0,Parliamentary,0.74
1996,7990770.0,0.7757,7859160.0,0,Parliamentary,0.7629
1992,11515699.0,0.8376,11640940.0,0,Parliamentary,0.8468000000000001
1990,11195596.0,0.9306,11589140.0,0,Parliamentary,0.9632999999999999
2023,8242566.0,0.6586,8791334.0,0,Presidential,0.7025
2023,8245962.0,0.64,8791334.0,0,Presidential,0.6823999999999999
2018,8362987.0,0.6344,8776219.0,0,Presidential,0.6657
2018,8366433.0,0.5899,8776219.0,0,Presidential,0.6188
2013,8434941.0,0.59,8446141.0,0,Presidential,0.5908
2013,8435522.0,0.6119,8446141.0,0,Presidential,0.6127
2024,8212628.0,0.3408,8783409.0,0,EU Parliament,0.36450000000000005
2019,8316737.0,0.2721,8777811.0,0,EU Parliament,0.2872
2014,8395132.0,0.1757,8696514.0,0,EU Parliament,0.182
2009,8401374.0,0.2968,7989091.0,0,EU Parliament,0.2822
2004,8283485.0,0.30870000000000003,7592896.0,0,EU Parliament,0.28300000000000003
2022,4269048.0,0.7565000000000001,4748990.0,0,Parliamentary,0.8416
2019,4219537.0,0.7637999999999999,4673427.0,0,Parliamentary,0.846
2015,4145105.0,0.8034,4431291.0,0,Parliamentary,0.8589
2011,4079910.0,0.8183,4374759.0,0,Parliamentary,0.8774
2007,4022920.0,0.8320000000000001,4186873.0,0,Parliamentary,0.8659
2005,4003616.0,0.8134,4161254.0,0,Parliamentary,0.8454
2001,3998957.0,0.8434,4132213.0,0,Parliamentary,0.8715
1998,3993009.0,0.8312999999999999,4128398.0,0,Parliamentary,0.8595
1994,3988787.0,0.8173,4111950.0,0,Parliamentary,0.8425
1990,3941499.0,0.8042,4060600.0,0,Parliamentary,0.8284999999999999
1988,3911897.0,0.8273,4052700.0,0,Parliamentary,0.857
1987,3907454.0,0.8584999999999999,3947790.0,0,Parliamentary,0.8674
1984,3829600.0,0.8604,3936240.0,0,Parliamentary,0.8844
1981,3776333.0,0.8628,3841500.0,0,Parliamentary,0.8776999999999999
1979,3730650.0,0.8323,3837750.0,0,Parliamentary,0.8562000000000001
1977,3522904.0,0.8774,3561600.0,0,Parliamentary,0.887
1975,3477621.0,0.8663,3542000.0,0,Parliamentary,0.8823000000000001
1973,3460737.0,0.8737,3514000.0,0,Parliamentary,0.8872
1971,3332044.0,0.8731,3326200.0,0,Parliamentary,0.8715999999999999
1968,3208646.0,0.8798,3256200.0,0,Parliamentary,0.8928
1966,3162352.0,0.8845999999999999,3168000.0,0,Parliamentary,0.8861
1964,3088269.0,0.8477,3115200.0,0,Parliamentary,0.8551000000000001
1960,2842336.0,0.8591,2840220.0,0,Parliamentary,0.8584
1957,2772159.0,0.8209000000000001,2827440.0,0,Parliamentary,0.8373
1953,2695554.0,0.7890999999999999,2752470.0,0,Parliamentary,0.8058
1950,2516118.0,0.7656999999999999,2690100.0,0,Parliamentary,0.8187000000000001
1947,2435306.0,0.7998000000000001,2611980.0,0,Parliamentary,0.8578
1945,2381983.0,0.8065000000000001,2548350.0,0,Parliamentary,0.8629000000000001
2024,4301255.0,0.5222,4797419.0,0,EU Parliament,0.5825
2019,4237550.0,0.5991,4673427.0,0,EU Parliament,0.6607999999999999
2014,4141329.0,0.5421,4302187.0,0,EU Parliament,0.5632
2009,4057100.0,0.5629,4291272.0,0,EU Parliament,0.5954
2004,4012663.0,0.4637,4143987.0,0,EU Parliament,0.4789
1999,4012440.0,0.49119999999999997,4115878.0,0,EU Parliament,0.5039
1994,3994200.0,0.5238,4035809.0,0,EU Parliament,0.5292
1989,3923549.0,0.4592,3947406.0,0,EU Parliament,0.462
1984,3878600.0,0.5327000000000001,3815589.0,0,EU Parliament,0.524
1979,3754423.0,0.48450000000000004,3704348.0,0,EU Parliament,0.478
2023,230295.0,0.2651,642871.0,0,Parliamentary,0.7401000000000001
2018,194000.0,0.2148,558020.0,0,Parliamentary,0.6178
2013,176878.0,0.2682,456162.0,0,Parliamentary,0.6916
2008,151490.0,0.2772,396776.0,0,Parliamentary,0.7261
2003,178617.0,0.23559999999999998,367040.0,0,Parliamentary,0.4842
1997,165942.0,0.2982,316290.0,0,Parliamentary,0.5683
1992,151066.0,0.26280000000000003,278460.0,0,Parliamentary,0.48450000000000004
2021,215687.0,0.2706,609344.0,0,Presidential,0.7644
2016,187000.0,0.2473,523746.0,0,Presidential,0.6926000000000001
2011,152000.0,0.25980000000000003,441504.0,0,Presidential,0.7545000000000001
2005,198332.0,0.5408,360405.0,0,Presidential,0.789
1999,171232.0,0.2901,332151.0,0,Presidential,0.5628
1993,150487.0,0.2611,289640.0,0,Presidential,0.5025999999999999
2022,60330.0,0.3398,56105.0,0,Parliamentary,0.316
2019,74895.0,0.7273000000000001,55256.0,0,Parliamentary,0.5366
2014,70541.0,0.9734,40812.0,0,Parliamentary,0.5631
2009,67223.0,0.9135,40374.0,0,Parliamentary,0.5487
2005,65889.0,0.821,47422.0,0,Parliamentary,0.5909
2000,60266.0,0.8773000000000001,41334.0,0,Parliamentary,0.6017
1995,57632.0,0.8240999999999999,45582.0,0,Parliamentary,0.6518
1990,50557.0,0.7883,42742.0,0,Parliamentary,0.6664
1985,45018.0,0.7465999999999999,44960.0,0,Parliamentary,0.7456
1980,38452.0,0.8094,38106.0,0,Parliamentary,0.8020999999999999
1975,29907.0,0.6799,33984.0,0,Parliamentary,0.7726000000000001
1970,25899.0,0.6503,32480.0,0,Parliamentary,0.8156
1966,24147.0,0.6045,32060.0,0,Parliamentary,0.8026000000000001
1961,22838.0,0.6493000000000001,27060.0,0,Parliamentary,0.7694
1957,23348.0,0.618,28544.0,0,Parliamentary,0.7555
1954,23835.0,0.6889,24310.0,0,Parliamentary,0.7026
1951,23288.0,0.7356,24035.0,0,Parliamentary,0.7592
2024,8145548.0,0.5829,7488865.0,0,Parliamentary,0.5359
2020,7529932.0,0.5635,7103584.0,0,Parliamentary,0.5518
2016,6765245.0,0.6426000000000001,7135287.0,0,Parliamentary,0.6777
2010,6116397.0,0.5857,5892399.0,0,Parliamentary,0.5643
2006,5492880.0,0.564,5498558.0,1,Parliamentary,0.5646
2002,4644791.0,0.4703,5042226.0,1,Parliamentary,0.5105
1998,4129554.0,0.4562,4795282.0,1,Parliamentary,0.5297
1994,3300000.0,0.3056,4578400.0,1,Parliamentary,0.424
1990,3275570.0,0.45840000000000003,4015200.0,1,Parliamentary,0.5619
1986,3039347.0,0.607,3479450.0,1,Parliamentary,0.6949
1947,840340.0,0.8653,971180.0,1,Parliamentary,1.0
2020,7529932.0,0.5861,7103584.0,0,Presidential,0.5529
2016,6765245.0,0.6598999999999999,7135287.0,0,Presidential,0.696
2012,6502968.0,0.7021,6504324.0,0,Presidential,0.7023
2008,5764387.0,0.7162999999999999,5742656.0,1,Presidential,0.7136
2004,5020703.0,0.6945,5265698.0,1,Presidential,0.7284
2000,4251218.0,0.6533,4954832.0,1,Presidential,0.7614
1996,3750502.0,0.6053999999999999,4743010.0,1,Presidential,0.7656000000000001
1996,3750502.0,0.6218,4743010.0,1,Presidential,0.7863
1990,3275570.0,0.4878,4015200.0,1,Presidential,0.5979
1986,3039347.0,0.607,3479450.0,1,Presidential,0.6949
1982,2601684.0,0.6562,2929440.0,1,Presidential,0.7389
1978,2283784.0,0.6285000000000001,2634660.0,1,Presidential,0.725
1974,2006323.0,0.6937000000000001,2188800.0,1,Presidential,0.7568
1947,840340.0,0.8653,971180.0,1,Presidential,1.0
2025,13709241.0,0.9648,11667008.0,1,Parliamentary,0.8209000000000001
2023,13045553.0,0.8409,12865334.0,1,Parliamentary,0.8293
2021,13107364.0,0.8934000000000001,11883478.0,1,Parliamentary,0.81
2017,12816698.0,0.9047,11579443.0,1,Parliamentary,0.8173999999999999
2013,11675441.0,0.9429000000000001,10010925.0,1,Parliamentary,0.8084
2009,10532234.0,0.91,8763905.0,1,Parliamentary,0.7572
2006,9165125.0,0.7028,8281281.0,1,Parliamentary,0.635
2002,8154425.0,0.7026,7371529.0,1,Parliamentary,0.6351
1998,7072496.0,0.6584,6892210.0,1,Parliamentary,0.6416
1996,6662007.0,0.6783,6665580.0,1,Parliamentary,0.6787000000000001
1994,6175991.0,0.6629999999999999,6100400.0,1,Parliamentary,0.6548999999999999
1990,5259114.0,0.6468,5645200.0,1,Parliamentary,0.6942
1988,4649684.0,0.6703,5386700.0,1,Parliamentary,0.7765000000000001
1986,4255346.0,0.6493000000000001,4851000.0,1,Parliamentary,0.7402
1984,3734076.0,0.5605,4739800.0,1,Parliamentary,0.7115
1979,2088874.0,0.4254,3946500.0,1,Parliamentary,0.8037000000000001
1956,836955.0,0.3072,1950750.0,1,Parliamentary,0.716
1954,569959.0,0.2557,1819170.0,1,Parliamentary,0.8162
1950,431794.0,0.1686,1641640.0,1,Parliamentary,0.6411
1947,352550.0,0.1325,1508000.0,1,Parliamentary,0.5669
2025,13736315.0,0.9765999999999999,11667008.0,1,Presidential,0.8295
2025,13736315.0,0.9655,11667008.0,1,Presidential,0.8201
2023,13446682.0,0.8608,12865334.0,1,Presidential,0.8236
2023,13045553.0,0.841,12865334.0,1,Presidential,0.8293
2021,12843192.0,0.9112,11883478.0,1,Presidential,0.8431000000000001
2021,13099150.0,0.8934000000000001,11883478.0,1,Presidential,0.8103
2017,12816698.0,0.9185,11579443.0,1,Presidential,0.8299
2017,12816698.0,0.9042,11579443.0,1,Presidential,0.8169
2013,11675441.0,0.9457,10010925.0,1,Presidential,0.8108
2009,10532234.0,0.9047,8763905.0,1,Presidential,0.7528
2006,9165125.0,0.8412000000000001,8281281.0,1,Presidential,0.7601
2006,9165125.0,0.7909,8281281.0,1,Presidential,0.7145999999999999
2002,8154425.0,0.7878000000000001,7371529.0,1,Presidential,0.7121
2002,8154425.0,0.7188,7371529.0,1,Presidential,0.6498
1998,7072496.0,0.7197,6892210.0,1,Presidential,0.7012999999999999
1998,7072496.0,0.6584,6892210.0,1,Presidential,0.6416
1996,6662007.0,0.7167,6665580.0,1,Presidential,0.7171
1996,6662007.0,0.679,6665580.0,1,Presidential,0.6794
1992,5710363.0,0.7066,5907550.0,1,Presidential,0.731
1992,5710363.0,0.6923,5907550.0,1,Presidential,0.7162000000000001
1988,4649684.0,0.6707,5386700.0,1,Presidential,0.777
1988,4649684.0,0.6744,5386700.0,1,Presidential,0.7763
1984,3794149.0,0.6254,4739800.0,1,Presidential,0.7813
1984,3734076.0,0.5584,4739800.0,1,Presidential,0.7088
1979,2088874.0,0.426,3946500.0,1,Presidential,0.8049
1978,2088874.0,0.3967,3835500.0,1,Presidential,0.7283
1968,1198874.0,0.3395,2736000.0,1,Presidential,0.7748999999999999
1960,1009280.0,0.3624,2116800.0,1,Presidential,0.7601
1956,836955.0,0.315,1950750.0,1,Presidential,0.7341
1952,550997.0,0.2053,1742000.0,1,Presidential,0.6491
1948,455524.0,0.18170000000000003,1550640.0,1,Presidential,0.6184000000000001
2020,63157351.0,0.2882,63705978.0,1,Parliamentary,0.2907
2015,53786000.0,0.2746,55382461.0,1,Parliamentary,0.2827
2012,47192169.0,0.5499,53245955.0,1,Parliamentary,0.6204
2010,29109107.0,0.1616,49477735.0,1,Parliamentary,0.2747
2005,31253417.0,0.1975,44509556.0,1,Parliamentary,0.2813
1995,20987453.0,0.3041,33115600.0,1,Parliamentary,0.4799
1990,16326229.0,0.2503,28980050.0,1,Parliamentary,0.4443
1987,14324162.0,0.2721,26487000.0,1,Parliamentary,0.5032
1984,12339418.0,0.2159,24654780.0,1,Parliamentary,0.4314
1976,9564482.0,0.1895,20068980.0,1,Parliamentary,0.39770000000000005
2023,67032438.0,0.6801,65839624.0,1,Presidential,0.6679999999999999
2018,59078138.0,0.39899999999999997,60780501.0,1,Presidential,0.4105
2014,53848911.0,0.4714,54257299.0,1,Presidential,0.475
2012,50958794.0,0.4962,53245955.0,1,Presidential,0.5185
2012,50996746.0,0.4446,53245955.0,0,Presidential,0.4642
2005,31826284.0,0.1641,44509556.0,1,Presidential,0.22949999999999998
2024,6214399.0,0.6951999999999999,4650294.0,0,Parliamentary,0.5202
2021,5389017.0,0.5975,4532036.0,0,Parliamentary,0.5025
2018,5186042.0,0.5568,4258610.0,0,Parliamentary,0.4573
2015,4911672.0,0.6431999999999999,3682915.0,0,Parliamentary,0.48229999999999995
2009,4226479.0,0.6164999999999999,3673486.0,0,Parliamentary,0.5357999999999999
2006,3801040.0,0.5439,3789346.0,0,Parliamentary,0.5422
2003,3537091.0,0.41259999999999997,3517570.0,0,Parliamentary,0.4103
2000,3264724.0,0.3795,3275328.0,0,Parliamentary,0.3807
1997,3004174.0,0.3611,3258790.0,0,Parliamentary,0.3918
1994,2737743.0,0.4954,2933320.0,0,Parliamentary,0.5307999999999999
1991,2180000.0,0.4397,2621990.0,0,Parliamentary,0.5289
1988,1600000.0,0.4346,2494100.0,0,Parliamentary,0.6774
1978,1800000.0,0.415,2046380.0,0,Parliamentary,0.4718
1972,1119699.0,0.3591,1767200.0,0,Parliamentary,0.5668
1970,1494931.0,0.37520000000000003,1659100.0,0,Parliamentary,0.4165
1968,1342775.0,0.3201,1536900.0,0,Parliamentary,0.3664
1966,1195823.0,0.271,1428800.0,0,Parliamentary,0.32380000000000003
1964,1074243.0,0.22329999999999997,1327280.0,0,Parliamentary,0.2759
2024,6214399.0,0.7029000000000001,4650294.0,0,Presidential,0.526
2019,5268411.0,0.6334000000000001,4314785.0,0,Presidential,0.5188
2014,4955107.0,0.8108,3720870.0,0,Presidential,0.6089
2014,4955107.0,0.7367,3720870.0,0,Presidential,0.5532
2009,4294849.0,0.7239,3673486.0,0,Presidential,0.6191
2004,3442515.0,0.6313,3607590.0,0,Presidential,0.6616
1999,3171224.0,0.3811,3209847.0,0,Presidential,0.3857
1994,2737743.0,0.42479999999999996,2933320.0,0,Presidential,0.4551
1994,2737743.0,0.4879,2933320.0,0,Presidential,0.5227
1989,1834000.0,0.3942,2544570.0,0,Presidential,0.547
1972,1119699.0,0.45630000000000004,1767200.0,0,Presidential,0.7202
1967,1266587.0,0.3322,1480500.0,0,Presidential,0.3884
2017,325555.0,0.6553,417365.0,0,Parliamentary,0.8401000000000001
2004,210514.0,0.7458,272235.0,0,Parliamentary,0.9645
1999,194036.0,0.2451,751522.0,0,Parliamentary,0.9494
2022,419817.0,0.43,960713.0,0,Presidential,0.9841
2016,325548.0,0.7454999999999999,404850.0,0,Presidential,0.927
2009,292585.0,0.8303,328968.0,0,Presidential,0.9335
2002,215477.0,0.7894,267407.0,0,Presidential,0.9797
2023,966129.0,0.6295000000000001,975151.0,0,Parliamentary,0.6353
2019,887420.0,0.5645,1001011.0,0,Parliamentary,0.6367
2015,899793.0,0.5682,1017053.0,0,Parliamentary,0.6423000000000001
2011,913346.0,0.5545,1046458.0,0,Parliamentary,0.6353
2007,897243.0,0.5344,1039335.0,0,Parliamentary,0.6191
2003,859714.0,0.48119999999999996,1040400.0,0,Parliamentary,0.5824
1999,857270.0,0.4595,1071447.0,0,Parliamentary,0.5743
1995,791957.0,0.48840000000000006,1117500.0,0,Parliamentary,0.6890999999999999
1992,689319.0,0.4093,1142560.0,0,Parliamentary,0.6784
1990,1163683.0,0.7828,1162540.0,0,Parliamentary,0.782
1992,689608.0,0.41009999999999996,1142560.0,0,Presidential,0.6795
2024,980014.0,0.38020000000000004,970360.0,0,EU Parliament,0.3764
2019,885417.0,0.3325,1001011.0,0,EU Parliament,0.3759
2014,902873.0,0.32549999999999996,1013212.0,0,EU Parliament,0.3652
2009,909326.0,0.3784,1054944.0,0,EU Parliament,0.439
2004,873809.0,0.2234,1049605.0,0,EU Parliament,0.2683
2021,40525964.0,0.6336999999999999,59878624.0,0,Parliamentary,0.9364
2015,36851461.0,0.7009000000000001,49011364.0,0,Parliamentary,0.9322
2010,31926520.0,0.7117,41919571.0,0,Parliamentary,0.9344
2005,27372888.0,0.6618999999999999,34161773.0,0,Parliamentary,0.826
2000,20252000.0,0.5998,30386448.0,0,Parliamentary,0.9
1995,21337379.0,0.7602,26399033.0,0,Parliamentary,0.9405
2019,37821.0,0.8659,39057.0,0,Parliamentary,0.8942
2015,36458.0,0.8492000000000001,37983.0,0,Parliamentary,0.8848
2008,34835.0,0.8763,35578.0,0,Parliamentary,0.895
2004,34426.0,0.9095,34952.0,0,Parliamentary,0.9234
2002,33522.0,0.8983,34194.0,0,Parliamentary,0.9163
1998,31609.0,0.87,32041.0,0,Parliamentary,0.8819
2022,693915.0,0.7249,653762.0,0,Parliamentary,0.6829999999999999
2018,637527.0,0.7297,628402.0,0,Parliamentary,0.7192000000000001
2014,591101.0,0.8301000000000001,602405.0,0,Parliamentary,0.846
2006,479674.0,0.5554,552797.0,1,Parliamentary,0.64
2001,468772.0,0.7704000000000001,493217.0,1,Parliamentary,0.8105
1999,437195.0,0.7484000000000001,522310.0,1,Parliamentary,0.8941
1994,303529.0,0.5569,407680.0,1,Parliamentary,0.748
1992,303172.0,0.6403,373000.0,1,Parliamentary,0.7877
2023,4540437.0,0.6887000000000001,4515905.0,0,Parliamentary,0.685
2019,4510040.0,0.6943,4464808.0,0,Parliamentary,0.6873
2015,4463333.0,0.7314,4079928.0,0,Parliamentary,0.6685
2011,4387701.0,0.7277,4061911.0,0,Parliamentary,0.6737000000000001
2007,4292436.0,0.6818000000000001,4093161.0,0,Parliamentary,0.6502
2003,4220951.0,0.6995999999999999,4024992.0,0,Parliamentary,0.6670999999999999
1999,4152430.0,0.6520999999999999,4155857.0,0,Parliamentary,0.6527
1995,4088358.0,0.7112999999999999,3941630.0,0,Parliamentary,0.6858
1991,4060778.0,0.7193,3860780.0,0,Parliamentary,0.6839
1987,4018248.0,0.7725,3748320.0,0,Parliamentary,0.7206
1983,3951932.0,0.8109999999999999,3690560.0,0,Parliamentary,0.7573000000000001
1979,3858553.0,0.8131999999999999,3573750.0,0,Parliamentary,0.7531
1975,3741460.0,0.8029000000000001,3439030.0,0,Parliamentary,0.738
1972,3178169.0,0.8448,3062400.0,0,Parliamentary,0.8140000000000001
1970,3094359.0,0.8362999999999999,3042600.0,0,Parliamentary,0.8223
1966,2800461.0,0.8514,2793800.0,0,Parliamentary,0.8493999999999999
1962,2714838.0,0.8545999999999999,2703000.0,0,Parliamentary,0.8509
1958,2606258.0,0.7471,2616000.0,0,Parliamentary,0.7498999999999999
1954,2526969.0,0.8027,2515200.0,0,Parliamentary,0.799
1951,2448239.0,0.7395999999999999,2468670.0,0,Parliamentary,0.7458
1948,2420287.0,0.7936,2386320.0,0,Parliamentary,0.7825
1945,2284249.0,0.7461,2292380.0,0,Parliamentary,0.7487
2024,4546041.0,0.7182,4528617.0,0,Presidential,0.7155
2018,4498004.0,0.6747,4450638.0,0,Presidential,0.6676000000000001
2012,4402622.0,0.7171,4051121.0,0,Presidential,0.6598
2012,4402622.0,0.7579,4051121.0,0,Presidential,0.6973999999999999
2006,4272537.0,0.7756000000000001,4079025.0,0,Presidential,0.7404999999999999
2006,4272537.0,0.7417,4079025.0,0,Presidential,0.7081999999999999
2000,4167204.0,0.7681,4166662.0,0,Presidential,0.768
2000,4167204.0,0.7364,4166662.0,0,Presidential,0.7363
1994,4085622.0,0.8194,3923150.0,0,Presidential,0.7868
1994,4085623.0,0.8168000000000001,3923150.0,0,Presidential,0.7843000000000001
1988,4036169.0,0.8248000000000001,3808420.0,0,Presidential,0.7783
1982,3921005.0,0.8806,3620250.0,0,Presidential,0.8131
1978,3844279.0,0.693,3564750.0,0,Presidential,0.6426000000000001
1968,2930635.0,0.6705,3055800.0,0,Presidential,0.6990999999999999
1962,2714883.0,0.8181,2703000.0,0,Presidential,0.8146
1956,2597738.0,0.7417,2569200.0,0,Presidential,0.7334999999999999
1950,2487230.0,0.6485,2445490.0,0,Presidential,0.6376
2024,4546589.0,0.4054,4528617.0,0,EU Parliament,0.40380000000000005
2019,4504481.0,0.41119999999999995,4464808.0,0,EU Parliament,0.40759999999999996
2014,4440297.0,0.4189,4149114.0,0,EU Parliament,0.3914
2009,4131827.0,0.3992,4189288.0,0,EU Parliament,0.4048
2004,4227987.0,0.4122,4043832.0,0,EU Parliament,0.3943
1999,4141098.0,0.3164,3944283.0,0,EU Parliament,0.3014
1996,4108703.0,0.6093999999999999,3883362.0,0,EU Parliament,0.5760000000000001
2024,43328470.0,0.5347,53989039.0,0,Parliamentary,0.6663
2024,49332761.0,0.6095,53989039.0,0,Parliamentary,0.6670999999999999
2022,48589606.0,0.4207,53402936.0,0,Parliamentary,0.4623
