Year,Registration,VAP Turnout,Voting age population,Compulsory Voting,Election Type,Voter Turnout
1990,1970443.0,0.8095,1976540.0,0,Parliamentary,0.812
2024,1327841.0,0.3017,1475660.0,0,EU Parliament,0.3353
2019,1414712.0,0.3044,1558448.0,0,EU Parliament,0.3353
2014,1472478.0,0.2519,1767172.0,0,EU Parliament,0.3024
2009,1484781.0,0.43200000000000005,1845231.0,0,EU Parliament,0.5368999999999999
2004,1397736.0,0.313,1846274.0,0,EU Parliament,0.41340000000000005
2022,3967507.0,0.5129,3804971.0,1,Parliamentary,0.4919
2018,3746483.0,0.455,4092090.0,1,Parliamentary,0.49700000000000005
2009,3258573.0,0.6634,2651412.0,1,Parliamentary,0.5398
2005,3002028.0,0.5475,2547790.0,1,Parliamentary,0.4647
2000,2748674.0,0.6112,2022400.0,1,Parliamentary,0.4497
1996,2577979.0,0.8083,1375980.0,1,Parliamentary,0.4314
1992,2383345.0,0.6135,1179000.0,1,Parliamentary,0.3035
2022,1375753.0,0.38689999999999997,1331307.0,0,Parliamentary,0.37439999999999996
2017,1254506.0,0.4807,1209981.0,0,Parliamentary,0.4637
2015,1210079.0,0.49770000000000003,1133101.0,0,Parliamentary,0.4661
2012,1127980.0,0.5032,1121705.0,0,Parliamentary,0.5004
2007,916230.0,0.38630000000000003,1162213.0,0,Parliamentary,0.49
2002,831315.0,0.4961,1117567.0,0,Parliamentary,0.6668999999999999
1998,860000.0,0.6171,1001034.0,0,Parliamentary,0.7182999999999999
1993,736930.0,0.596,893780.0,0,Parliamentary,0.7228
1970,374272.0,0.7012999999999999,437100.0,0,Parliamentary,0.8190000000000001
1965,416952.0,0.6581999999999999,394800.0,0,Parliamentary,0.6232
2023,2471617.0,0.6759000000000001,2856939.0,0,Parliamentary,0.7813
2017,2183629.0,0.6997,2319382.0,0,Parliamentary,0.7432
2011,1798930.0,0.6663,1912402.0,0,Parliamentary,0.7082999999999999
2005,1291541.0,0.706,1399377.0,0,Parliamentary,0.7648999999999999
2023,2471617.0,0.5720000000000001,2856939.0,0,Presidential,0.6612
2023,2471617.0,0.682,2856939.0,0,Presidential,0.7886
2017,2183629.0,0.5252,2319382.0,0,Presidential,0.5578
2017,2183629.0,0.7079000000000001,2319382.0,0,Presidential,0.7519
2011,1798930.0,0.36310000000000003,1912402.0,0,Presidential,0.386
2011,1798930.0,0.6739,1912402.0,0,Presidential,0.7164
2005,1352730.0,0.5901,1399377.0,0,Presidential,0.6103999999999999
2005,1352730.0,0.7237,1399377.0,0,Presidential,0.7486
2014,1509218.0,0.1564,4029365.0,0,Parliamentary,0.4174
2012,2865937.0,0.48719999999999997,3622314.0,0,Parliamentary,0.6158
2025,21183.0,0.2194,73709.0,1,Parliamentary,0.7634000000000001
2021,20384.0,0.49310000000000004,32244.0,1,Parliamentary,0.7801
2017,19806.0,0.49579999999999996,31087.0,1,Parliamentary,0.7781999999999999
2013,19251.0,0.527,29150.0,1,Parliamentary,0.7979999999999999
2009,18493.0,0.5646,27718.0,1,Parliamentary,0.8462999999999999
2005,17428.0,0.5761999999999999,26154.0,1,Parliamentary,0.8647
2001,16350.0,0.5676,24981.0,1,Parliamentary,0.8672
1997,14765.0,0.5384,23840.0,1,Parliamentary,0.8694
1993,13999.0,0.5558,22050.0,1,Parliamentary,0.8754000000000001
1989,13307.0,0.5958,20300.0,1,Parliamentary,0.9087999999999999
1986,12512.0,0.6027,19373.0,1,Parliamentary,0.9333
1982,5246.0,0.5661,8840.0,1,Parliamentary,0.9539
1978,4879.0,0.5661,8250.0,1,Parliamentary,0.9571999999999999
1974,4572.0,0.5689,7680.0,1,Parliamentary,0.9556
1970,4309.0,0.6284000000000001,6510.0,1,Parliamentary,0.9494
1966,3892.0,0.6207,6000.0,1,Parliamentary,0.9568000000000001
1962,3646.0,0.6613,5220.0,1,Parliamentary,0.9468000000000001
1958,3544.0,0.7631999999999999,4480.0,1,Parliamentary,0.9647
1957,3525.0,0.7419,4440.0,1,Parliamentary,0.9345
1953,3398.0,0.7907,4013.0,1,Parliamentary,0.9076000000000001
1949,3285.0,0.8382999999999999,3605.0,1,Parliamentary,0.9198999999999999
1945,3088.0,0.9706999999999999,2970.0,1,Parliamentary,0.9336
2024,2121562.0,0.5055,2147530.0,0,Parliamentary,0.4104
2024,2384368.0,0.5977,2147530.0,0,Parliamentary,0.5204
2020,2457722.0,0.5251,2237168.0,0,Parliamentary,0.478
2016,2514657.0,0.5451,2336011.0,0,Parliamentary,0.5064
2012,2588418.0,0.5586,2452753.0,0,Parliamentary,0.5293
2008,2696090.0,0.46149999999999997,2838539.0,0,Parliamentary,0.48590000000000005
2004,2666199.0,0.43329999999999996,2833208.0,0,Parliamentary,0.4604
2000,2646663.0,0.5043,3053037.0,0,Parliamentary,0.5818
1996,2597530.0,0.4996,2751320.0,0,Parliamentary,0.5292
1992,2549952.0,0.7021,2731660.0,0,Parliamentary,0.7522
1990,2581359.0,,,0,Parliamentary,0.7172
2024,2401807.0,0.6705,2147530.0,0,Presidential,0.5995
2019,2491021.0,0.5928,2264175.0,0,Presidential,0.5388000000000001
2019,2486915.0,0.6301,2264175.0,0,Presidential,0.5737
2014,2559398.0,0.43189999999999995,2807195.0,0,Presidential,0.47369999999999995
2014,2553335.0,0.47509999999999997,2807195.0,0,Presidential,0.5223
2009,2691603.0,0.4804,2899982.0,0,Presidential,0.5176
2004,2659211.0,0.4924,2833208.0,0,Presidential,0.5246
2004,2655309.0,0.4536,2833208.0,0,Presidential,0.484
2003,2727805.0,0.5095000000000001,2818876.0,0,Presidential,0.5265
2002,2719608.0,0.5203,2818876.0,0,Presidential,0.5392
1998,2630681.0,0.7051999999999999,2748024.0,0,Presidential,0.7365999999999999
1997,2624312.0,0.6823999999999999,2748024.0,0,Presidential,0.7145
1993,2568016.0,0.7315,2760200.0,0,Presidential,0.7862
2024,2387327.0,0.322,2147530.0,0,EU Parliament,0.2897
2019,2490542.0,0.5882999999999999,2264175.0,0,EU Parliament,0.5347999999999999
2014,2557950.0,0.4315,2807195.0,0,EU Parliament,0.47350000000000003
2009,2692397.0,0.1948,2899982.0,0,EU Parliament,0.20980000000000001
2004,2654311.0,0.4532,2833208.0,0,EU Parliament,0.4838
2023,286711.0,0.4725,528972.0,1,Parliamentary,0.8718
2018,259887.0,0.4816,483824.0,1,Parliamentary,0.8966
2013,239668.0,0.5512,396354.0,1,Parliamentary,0.9115000000000001
2009,223842.0,0.532,382589.0,1,Parliamentary,0.9093000000000001
2004,217979.0,0.565,353691.0,1,Parliamentary,0.9168000000000001
1999,221103.0,0.5692,336027.0,1,Parliamentary,0.8651000000000001
1994,217131.0,0.6052000000000001,316790.0,1,Parliamentary,0.883
1989,218940.0,0.6406999999999999,298620.0,1,Parliamentary,0.8739
1984,215792.0,0.6683,286770.0,1,Parliamentary,0.8881
1979,212614.0,0.6848000000000001,275880.0,1,Parliamentary,0.8885
1974,205817.0,0.7373999999999999,251600.0,1,Parliamentary,0.9014
1968,192601.0,0.6779000000000001,251600.0,1,Parliamentary,0.8856
1964,191788.0,0.7254999999999999,239440.0,1,Parliamentary,0.9057
1959,188286.0,0.7429000000000001,234000.0,1,Parliamentary,0.9233
1954,183590.0,0.7314,232560.0,1,Parliamentary,0.9265000000000001
1951,92110.0,0.3729,224250.0,1,Parliamentary,0.9078
1948,84724.0,,219000.0,1,Parliamentary,0.919
2024,319410.0,0.4892,537260.0,1,EU Parliament,0.8229000000000001
2019,285435.0,0.4864,493482.0,1,EU Parliament,0.841
2014,264433.0,0.5576,405676.0,1,EU Parliament,0.8554999999999999
2009,240669.0,0.5709000000000001,382589.0,1,EU Parliament,0.9076000000000001
2004,229550.0,0.6007,349079.0,1,EU Parliament,0.9135
1999,228712.0,0.6084,328066.0,1,EU Parliament,0.8726999999999999
1994,224031.0,0.6393,310293.0,1,EU Parliament,0.8855
1989,218940.0,0.6544,292412.0,1,EU Parliament,0.8740000000000001
1984,215792.0,0.6849,279771.0,1,EU Parliament,0.888
1979,212740.0,0.6920000000000001,273294.0,1,EU Parliament,0.889
2024,11594039.0,0.3249,16650783.0,0,Parliamentary,0.46659999999999996
2019,10302194.0,0.2883,14291036.0,0,Parliamentary,0.4
2013,7971790.0,0.3529,11458381.0,0,Parliamentary,0.5072
2002,5844564.0,0.5086999999999999,7797271.0,0,Parliamentary,0.6786
1998,5234198.0,0.4064,7745460.0,0,Parliamentary,0.6013000000000001
1993,6000000.0,0.5414,6649920.0,0,Parliamentary,0.6
1989,5741974.0,0.7338,5837280.0,0,Parliamentary,0.746
1983,4838279.0,0.7642,4606000.0,0,Parliamentary,0.7275
1970,2756978.0,0.8601000000000001,3037500.0,0,Parliamentary,0.9477
2023,11043836.0,0.31670000000000004,16161559.0,0,Presidential,0.4635
2018,9913599.0,0.3439,13860950.0,0,Presidential,0.48090000000000005
2018,9949083.0,0.3873,13860950.0,0,Presidential,0.5395
2013,7971790.0,0.3529,11458381.0,0,Presidential,0.5072
2013,7839268.0,0.42119999999999996,11458381.0,0,Presidential,0.6156
2006,7317790.0,0.5085000000000001,8913169.0,0,Presidential,0.6193
2001,6367610.0,0.5642,7544450.0,0,Presidential,0.6685
1996,6667192.0,0.4531,7307040.0,0,Presidential,0.4966
1996,6453612.0,0.5159,7307040.0,0,Presidential,0.5841
1993,6282564.0,0.647,6649920.0,0,Presidential,0.6849
1992,6054966.0,0.6778,6649920.0,0,Presidential,0.7443000000000001
2019,6859570.0,0.5246999999999999,9664710.0,0,Parliamentary,0.7393000000000001
2014,7470806.0,0.6404000000000001,8173669.0,0,Parliamentary,0.7006999999999999
2009,5870819.0,0.509,6216432.0,0,Parliamentary,0.539
2004,5184086.0,0.5532,5639009.0,0,Parliamentary,0.6018
1999,5071822.0,0.9248000000000001,5060902.0,0,Parliamentary,0.9228000000000001
1994,3775256.0,0.6794,4446670.0,0,Parliamentary,0.8003
2020,6859570.0,0.4432,10030988.0,0,Presidential,0.6481
2019,6859570.0,0.5283,9664710.0,0,Presidential,0.7444
2014,7470806.0,0.6466,8173669.0,0,Presidential,0.7075
2009,5870819.0,0.7393000000000001,6216432.0,0,Presidential,0.7828
2004,5184086.0,0.5846,5639009.0,0,Presidential,0.6359
1999,5071822.0,0.9396,5060902.0,0,Presidential,0.9376000000000001
1994,3775256.0,0.6838,4446670.0,0,Presidential,0.8054000000000001
2022,21173638.0,0.636,24650080.0,0,Parliamentary,0.7389
2018,14940624.0,0.6214,19794567.0,0,Parliamentary,0.8231999999999999
2013,13268002.0,0.6295000000000001,17883697.0,0,Parliamentary,0.8484
2008,10740227.0,0.534,15283282.0,0,Parliamentary,0.7598999999999999
2004,9756097.0,0.5224,13802493.0,0,Parliamentary,0.7390000000000001
1999,9694156.0,0.4962,13411519.0,0,Parliamentary,0.6865000000000001
1995,9012370.0,0.636,10175010.0,0,Parliamentary,0.718
1990,8000000.0,0.6305,8882000.0,0,Parliamentary,0.7
1986,6791446.0,0.64,7893900.0,0,Parliamentary,0.7439
1982,5800000.0,0.6124,6828160.0,0,Parliamentary,0.721
2024,284663.0,0.7369,285509.0,0,Parliamentary,0.7391
2019,264442.0,0.7431,289388.0,0,Parliamentary,0.8131999999999999
2014,240652.0,0.7568,247819.0,0,Parliamentary,0.7793000000000001
2009,209197.0,0.5911,279121.0,0,Parliamentary,0.7887000000000001
2005,157027.0,0.5538000000000001,202133.0,0,Parliamentary,0.7129000000000001
1999,128000.0,,133908.0,0,Parliamentary,0.774
1994,109072.0,0.8153,100860.0,0,Parliamentary,0.7539
1989,90084.0,0.7049,87780.0,0,Parliamentary,0.6869
2023,282804.0,0.8615,286609.0,0,Presidential,0.8731
2023,282395.0,0.7867000000000001,286609.0,0,Presidential,0.7985
2018,262135.0,0.8061,290137.0,0,Presidential,0.8922
2013,239165.0,0.8344,262023.0,0,Presidential,0.9140999999999999
2013,239105.0,0.7957,262023.0,0,Presidential,0.872
2013,239593.0,0.8087000000000001,262023.0,0,Presidential,0.8844
2008,209294.0,0.706,256661.0,0,Presidential,0.8658
2008,208252.0,0.6928,256661.0,0,Presidential,0.8538
2003,148271.0,,,0,Presidential,0.7746
1998,126128.0,0.7422,130286.0,0,Presidential,0.7667
2020,7663464.0,0.3057,8920714.0,0,Parliamentary,0.3558
2013,6829696.0,0.35119999999999996,7487808.0,0,Parliamentary,0.385
2007,6267363.0,0.3332,6055061.0,0,Parliamentary,0.32189999999999996
2002,4146595.0,0.2065,5222363.0,0,Parliamentary,0.26
1997,5254299.0,0.2501,4533982.0,0,Parliamentary,0.2158
1992,4780416.0,0.2484,4059061.0,0,Parliamentary,0.2109
2018,8000462.0,0.3298,8348901.0,0,Presidential,0.3442
2018,8000462.0,0.4092,8348901.0,0,Presidential,0.42700000000000005
2013,6829696.0,0.4171,7487808.0,0,Presidential,0.4573
2013,6829696.0,0.4468,7487808.0,0,Presidential,0.48979999999999996
2007,6884352.0,0.41200000000000003,6055061.0,0,Presidential,0.3624
2002,5746202.0,0.33,5222363.0,0,Presidential,0.2999
2002,5746202.0,0.4215,5222363.0,0,Presidential,0.3831
1997,5830824.0,0.37079999999999996,4533982.0,0,Presidential,0.2883
2022,355075.0,0.7741,392761.0,0,Parliamentary,0.8563
2017,341856.0,0.9229,341004.0,0,Parliamentary,0.9206
2013,333072.0,0.9172,337540.0,0,Parliamentary,0.9295
2008,315357.0,0.8887999999999999,331028.0,0,Parliamentary,0.9329999999999999
2003,297930.0,0.9534999999999999,299040.0,0,Parliamentary,0.9570000000000001
1998,281078.0,0.9593,279515.0,0,Parliamentary,0.9540000000000001
1996,271746.0,0.9802,269370.0,0,Parliamentary,0.9716
1992,259423.0,0.9533,261360.0,0,Parliamentary,0.9604
1987,246292.0,0.9556999999999999,247680.0,0,Parliamentary,0.9611
1981,238237.0,0.8603000000000001,262080.0,0,Parliamentary,0.9464
1976,217724.0,0.8981,230300.0,0,Parliamentary,0.95
1971,181768.0,0.7755,217800.0,0,Parliamentary,0.9293
1966,161490.0,0.7673000000000001,188800.0,0,Parliamentary,0.8970999999999999
1962,166936.0,0.7940999999999999,190820.0,0,Parliamentary,0.9077
1955,149380.0,0.6774,178980.0,0,Parliamentary,0.8116
1953,148478.0,0.6604000000000001,180690.0,0,Parliamentary,0.8037000000000001
1951,151977.0,0.6037,187800.0,0,Parliamentary,0.7459
1950,140516.0,0.5706,187200.0,0,Parliamentary,0.7602
1947,140703.0,0.5897,180000.0,0,Parliamentary,0.7544
2024,370184.0,0.6801999999999999,397140.0,0,EU Parliament,0.7298
2019,371643.0,0.7182999999999999,375902.0,0,EU Parliament,0.7265999999999999
2014,344356.0,0.7784,330921.0,0,EU Parliament,0.748
2009,322411.0,0.7856000000000001,323381.0,0,EU Parliament,0.7879
2004,304283.0,0.8239,304263.0,0,EU Parliament,0.8239
2023,55167.0,0.3515,51197.0,0,Parliamentary,0.3262
2019,47133.0,0.38549999999999995,46259.0,0,Parliamentary,0.3784
2015,44588.0,0.4913,41606.0,0,Parliamentary,0.4585
2007,36134.0,0.5264,34371.0,0,Parliamentary,0.5007
2003,31302.0,0.6679,30063.0,0,Parliamentary,0.6414
2023,1786448.0,0.5231,2444729.0,0,Parliamentary,0.7159
2018,1417823.0,0.48340000000000005,2125242.0,0,Parliamentary,0.7245999999999999
2013,1189105.0,0.5640999999999999,1557779.0,0,Parliamentary,0.7390000000000001
2006,1073287.0,0.5473,1439858.0,0,Parliamentary,0.7342
2001,1028630.0,0.473,1184069.0,0,Parliamentary,0.5445
1996,1040855.0,0.4771,1135690.0,0,Parliamentary,0.5206000000000001
1992,1174087.0,0.42460000000000003,1074570.0,0,Parliamentary,0.3886
2024,1939342.0,0.4279,2510244.0,0,Presidential,0.5539000000000001
2019,1544132.0,0.4429,2184439.0,0,Presidential,0.6265999999999999
2014,1328168.0,0.4032,1859595.0,0,Presidential,0.5646
2009,1265063.0,0.49670000000000003,1644916.0,0,Presidential,0.6151
2007,1132877.0,0.5146999999999999,1484514.0,0,Presidential,0.6744
2007,1133152.0,0.5355,1484514.0,0,Presidential,0.7016
2003,1106827.0,0.5134000000000001,1312025.0,0,Presidential,0.6086
1997,1203668.0,0.7473000000000001,1203518.0,0,Presidential,0.7473000000000001
1992,1184372.0,0.5131,1074570.0,0,Presidential,0.46549999999999997
2024,1002857.0,0.7404999999999999,1064944.0,0,Parliamentary,0.7863
2019,941719.0,0.6945,1044325.0,0,Parliamentary,0.7701
2014,936975.0,0.7123,978887.0,0,Parliamentary,0.7441
2010,879897.0,0.7263,942840.0,0,Parliamentary,0.7781999999999999
2005,817356.0,0.7534000000000001,881457.0,0,Parliamentary,0.8125
2000,779433.0,0.7957,792125.0,0,Parliamentary,0.8087000000000001
1995,712513.0,0.7709,736560.0,0,Parliamentary,0.7968999999999999
1991,682000.0,0.8245,695500.0,0,Parliamentary,0.8408
1987,639488.0,0.8462999999999999,642320.0,0,Parliamentary,0.85
1983,540000.0,0.7704000000000001,610080.0,0,Parliamentary,0.8704000000000001
1982,540000.0,0.9146,531360.0,0,Parliamentary,0.9
2024,98214289.0,0.6372,93313959.0,1,Parliamentary,0.6053999999999999
2021,93328771.0,0.5452,90157073.0,1,Parliamentary,0.5266
2018,89069718.0,0.6562,85801675.0,1,Parliamentary,0.6321
2015,83563190.0,0.4893,81488136.0,1,Parliamentary,0.4772
2012,77547511.0,0.6371,76008240.0,1,Parliamentary,0.6245
2009,77470785.0,0.4777,72347857.0,1,Parliamentary,0.4461
2006,71351585.0,0.6362,66061738.0,1,Parliamentary,0.589
2003,64710596.0,0.43439999999999995,62077369.0,1,Parliamentary,0.4168
2000,52789209.0,0.48200000000000004,62684899.0,1,Parliamentary,0.5724
1997,52208966.0,0.5436,55406943.0,1,Parliamentary,0.5769
1994,45729053.0,0.6589,53944640.0,1,Parliamentary,0.7773
1991,39517979.0,0.4999,48309800.0,1,Parliamentary,0.6111
1988,38074926.0,0.41369999999999996,45496550.0,1,Parliamentary,0.4943
1985,35278369.0,0.4511,40527760.0,1,Parliamentary,0.5182
1982,31516370.0,0.6382,35829780.0,1,Parliamentary,0.7256
1979,27912053.0,0.41759999999999997,33034820.0,1,Parliamentary,0.4943
1976,25913066.0,0.5532,29046470.0,1,Parliamentary,0.6201
1973,24890261.0,0.6518999999999999,23025600.0,1,Parliamentary,0.603
1970,21654217.0,0.6548,21289800.0,1,Parliamentary,0.6437999999999999
1967,15821075.0,0.5359,18547200.0,1,Parliamentary,0.6282
1964,13589594.0,0.5436,16650060.0,1,Parliamentary,0.6661
1961,10004696.0,0.4311,15880040.0,1,Parliamentary,0.6843
1958,10443465.0,0.5065999999999999,14473800.0,1,Parliamentary,0.7021
1955,8941020.0,0.4583,13506750.0,1,Parliamentary,0.6923999999999999
1952,4924293.0,0.29410000000000003,12416320.0,1,Parliamentary,0.7415
1949,2992084.0,0.1894,11423180.0,1,Parliamentary,0.7231000000000001
1946,2556949.0,0.21899999999999997,10478340.0,1,Parliamentary,0.8975
2024,98468994.0,0.6442,93313959.0,1,Presidential,0.6103999999999999
2018,89250881.0,0.6598,85801675.0,1,Presidential,0.6343
2012,77738494.0,0.6457999999999999,76008240.0,1,Presidential,0.6314
2006,71374373.0,0.6325999999999999,66061738.0,1,Presidential,0.5855
2000,58789209.0,0.5999,62684899.0,1,Presidential,0.6396000000000001
1994,45279053.0,0.6589,53944640.0,1,Presidential,0.785
1988,38074926.0,0.41960000000000003,45496550.0,1,Presidential,0.5014
1982,31526386.0,0.6585,35829780.0,1,Presidential,0.7484000000000001
1976,25913215.0,0.5759000000000001,29046470.0,1,Presidential,0.6455
1970,21654217.0,0.6536,21289800.0,1,Presidential,0.6426000000000001
1964,13589594.0,0.5659000000000001,16650060.0,1,Presidential,0.6933
2025,108568.0,0.4975,62558.0,0,Parliamentary,0.2867
2017,117977.0,0.5924,65943.0,0,Parliamentary,0.3311
2013,92000.0,0.6487999999999999,63354.0,0,Parliamentary,0.4468
2007,92573.0,0.8238,59085.0,0,Parliamentary,0.5257999999999999
2021,3052603.0,0.5692,2601736.0,0,Parliamentary,0.4851
2019,2803573.0,0.5466,2666197.0,0,Parliamentary,0.5197999999999999
2014,2956270.0,0.5882000000000001,2804089.0,0,Parliamentary,0.5579999999999999
2010,2734700.0,0.5021,3451332.0,0,Parliamentary,0.6336999999999999
2009,2708381.0,0.4636,3433374.0,0,Parliamentary,0.5877
2005,2430537.0,0.4866,3238695.0,0,Parliamentary,0.6484000000000001
2001,2295288.0,0.6377,2518141.0,0,Parliamentary,0.6995999999999999
1998,2431218.0,0.5698,2949470.0,0,Parliamentary,0.6912
1994,2356614.0,0.6413,2914500.0,0,Parliamentary,0.7931
2024,3661454.0,0.45899999999999996,2941099.0,0,Presidential,0.449
2024,2714239.0,0.5513,2941099.0,0,Presidential,0.5168
2020,2841244.0,0.6278,2634786.0,0,Presidential,0.5821999999999999
2020,2819449.0,0.5194,2634786.0,0,Presidential,0.4854
2016,3019495.0,0.5845,2761612.0,0,Presidential,0.5345
2016,2929694.0,0.5217,2761612.0,0,Presidential,0.4918
1996,2441054.0,0.6,2914500.0,0,Presidential,0.7164
1996,2399156.0,0.5609000000000001,2914500.0,0,Presidential,0.6812999999999999
2023,7594.0,0.16649999999999998,27781.0,0,Parliamentary,0.5726
2018,7245.0,0.1909,26694.0,0,Parliamentary,0.7034999999999999
2013,6825.0,0.19879999999999998,25597.0,0,Parliamentary,0.7454999999999999
2008,6316.0,0.18289999999999998,26546.0,0,Parliamentary,0.7685
2003,5842.0,0.17859999999999998,26082.0,0,Parliamentary,0.7973
1998,4932.0,0.11699999999999999,27564.0,0,Parliamentary,0.6541
1993,4582.0,0.12,25420.0,0,Parliamentary,0.6659
1988,4244.0,0.1255,23780.0,0,Parliamentary,0.7033
1983,3904.0,0.1323,22140.0,0,Parliamentary,0.7505
1978,3647.0,0.1326,20500.0,0,Parliamentary,0.7454999999999999
1973,3400.0,0.1517,16200.0,0,Parliamentary,0.7226
1968,3301.0,0.1474,16200.0,0,Parliamentary,0.7234
2024,2089935.0,0.6408,2277229.0,0,Parliamentary,0.6983
2020,2003969.0,0.6770999999999999,2179634.0,0,Parliamentary,0.7364
2016,1911047.0,0.6786,2071968.0,0,Parliamentary,0.7358
2012,1836435.0,0.5624,2130238.0,0,Parliamentary,0.6524
2008,1534074.0,0.6047,1885077.0,0,Parliamentary,0.7431
2004,1329798.0,0.6491,1676599.0,0,Parliamentary,0.8184
2000,1247033.0,0.7095999999999999,1448576.0,0,Parliamentary,0.8242
1996,1147260.0,0.7364,1377040.0,0,Parliamentary,0.8839
1992,1085120.0,0.8611,1204690.0,0,Parliamentary,0.956
1990,1027000.0,0.8723000000000001,1153810.0,0,Parliamentary,0.98
2021,2041985.0,0.5492,2204512.0,0,Presidential,0.5935
2017,1990787.0,0.5747,2101431.0,0,Presidential,0.6067
2017,1988891.0,0.6461,2101431.0,0,Presidential,0.6827
2013,1856190.0,0.5847,2120407.0,0,Presidential,0.6679
2009,1493217.0,0.5498,1998583.0,0,Presidential,0.7359
2005,1241691.0,0.5389,1727644.0,0,Presidential,0.7498
2001,1205885.0,0.6792,1472477.0,0,Presidential,0.8294
1997,1155228.0,0.7003,1403204.0,0,Presidential,0.8506
1993,1106403.0,0.7904000000000001,1298080.0,0,Presidential,0.9273
2023,542468.0,0.6452,472911.0,0,Parliamentary,0.5625
2020,540026.0,0.8682,476808.0,0,Parliamentary,0.7665000000000001
2016,528817.0,0.7338,529076.0,0,Parliamentary,0.7341
2012,514055.0,0.7101000000000001,510795.0,0,Parliamentary,0.7056
2009,498305.0,0.6114999999999999,539337.0,0,Parliamentary,0.6618999999999999
2006,484430.0,0.6584,530122.0,0,Parliamentary,0.7204999999999999
2023,542154.0,0.8040999999999999,472911.0,0,Presidential,0.7014
2023,542154.0,0.7223,472911.0,0,Presidential,0.63
2018,532599.0,0.6468,526393.0,0,Presidential,0.6392
2013,511405.0,0.6436,507749.0,0,Presidential,0.639
2008,490412.0,0.6346,530893.0,0,Presidential,0.687
2003,458339.0,0.41159999999999997,538694.0,0,Presidential,0.4838
2019,3858.0,0.5584,4316.0,0,Parliamentary,0.6247
2014,3866.0,0.7693000000000001,3571.0,0,Parliamentary,0.7106
2009,3516.0,0.6723,3491.0,0,Parliamentary,0.6675
2006,3331.0,0.8017,3101.0,0,Parliamentary,0.7463
2001,2953.0,0.8589,2664.0,0,Parliamentary,0.7748
2021,17509127.0,0.3594,24445917.0,0,Parliamentary,0.5085999999999999
2016,15702592.0,0.2919,23126996.0,0,Parliamentary,0.42979999999999996
2011,13475435.0,0.2865,21356831.0,0,Parliamentary,0.45399999999999996
2007,15462362.0,0.2783,20555314.0,0,Parliamentary,0.37
2002,13884467.0,0.3998,17923815.0,0,Parliamentary,0.5161
1997,12790631.0,0.5021,14852810.0,0,Parliamentary,0.583
1993,11398987.0,0.5177,13816570.0,0,Parliamentary,0.6275
1984,7414846.0,0.4757,10510080.0,0,Parliamentary,0.6743000000000001
1977,6519301.0,0.7312000000000001,7343600.0,0,Parliamentary,0.8236
1970,4874598.0,0.6537999999999999,6363200.0,0,Parliamentary,0.8534
2019,13153088.0,0.49920000000000003,13554684.0,0,Parliamentary,0.5141
2014,10886195.0,0.4487,11850615.0,0,Parliamentary,0.48840000000000006
2009,9871949.0,0.425,10322610.0,0,Parliamentary,0.44439999999999996
2004,9142151.0,0.3556,9342561.0,0,Parliamentary,0.36340000000000006
1999,7099105.0,0.5821000000000001,8303686.0,0,Parliamentary,0.6809000000000001
1994,6148842.0,0.6638,8140860.0,0,Parliamentary,0.8789
2024,16649373.0,0.42979999999999996,16176397.0,0,Presidential,0.40490000000000004
2019,13153088.0,0.5034000000000001,13554684.0,0,Presidential,0.5184000000000001
2014,10964377.0,0.4537,11850615.0,0,Presidential,0.4903
2009,9871949.0,0.4268,10322610.0,0,Presidential,0.44630000000000003
2004,9142151.0,0.3563,9342561.0,0,Presidential,0.3642
1999,7099105.0,0.5942000000000001,8303686.0,0,Presidential,0.6951
1994,6148842.0,0.6648999999999999,8140860.0,0,Presidential,0.8803
2020,38271447.0,0.7051000000000001,39018510.0,0,Parliamentary,0.7189
2015,34295334.0,0.6187,38646398.0,0,Parliamentary,0.6972
2010,29021608.0,0.6335000000000001,35389896.0,0,Parliamentary,0.7726000000000001
1990,20619500.0,0.6456999999999999,23415280.0,0,Parliamentary,0.7333
1956,7442770.0,0.3542,10920800.0,0,Parliamentary,0.5196999999999999
2024,1449569.0,0.6635,1670847.0,0,Parliamentary,0.7568
2019,1358468.0,0.5544,1479603.0,0,Parliamentary,0.6038
2014,1241194.0,0.74,1207703.0,0,Parliamentary,0.72
2009,1181802.0,0.6753,1201220.0,0,Parliamentary,0.6864
2004,977742.0,0.8023,1033640.0,0,Parliamentary,0.8481000000000001
1999,861848.0,0.6171,876828.0,0,Parliamentary,0.6279
1994,654189.0,0.6378,780000.0,0,Parliamentary,0.7605
1989,701483.0,1.0165,669630.0,0,Parliamentary,0.9704
2024,1449569.0,0.6668000000000001,1670847.0,0,Presidential,0.7605
2019,1358468.0,0.5584,1479603.0,0,Presidential,0.6082
2014,1241194.0,0.7375,1207703.0,0,Presidential,0.7176
2009,1181802.0,0.6762,1201220.0,0,Presidential,0.6873
2004,977862.0,0.8085,1033640.0,0,Presidential,0.8547
1999,878869.0,0.6221,876828.0,0,Presidential,0.6206
1994,654189.0,0.6222,780000.0,0,Presidential,0.7605
2022,8054.0,,6067.0,1,Parliamentary,0.9709
2019,7520.0,1.2156,5885.0,1,Parliamentary,0.9512999999999999
2016,7843.0,1.1355,5697.0,1,Parliamentary,0.8248000000000001
2013,5704.0,0.9681000000000001,5710.0,1,Parliamentary,0.9691
2010,5704.0,0.9767,5413.0,1,Parliamentary,0.9269
